Date_diff,Nbr_items_per_wk,Expenditure_per_wk,Total_Exp_wk_perc,AVG_exp_item_per_wk,Bread_wk,Cooked_meats_wk,Raw_meats_wk,Eating_out_wk,Snacks_wk,Drinks_wk,Vegetables_wk,Fruit_wk,Cooking_base_wk,Dairy_produce_wk,Breakfast_wk,Transport_wk,Tech_and_services_wk,Cosmetics_and_selfcare_wk,House_and_kitchen_wk,Trips_response_lt_5,prediction_label,prediction_prob
2.0,46,40.2,0.1629353233830845,0.8739130434782609,2,2,5,0,6,9,10,3,0,3,0,0,0,1,0,1,1.0,0.9922648413439137
2.0,38,139.14,0.0127210004312203,3.6615789473684215,1,2,2,0,0,3,6,4,1,3,2,0,0,0,0,0,0.0,0.0009539063759289852
2.0,29,33.03,0.2573418104753254,1.1389655172413793,2,2,3,0,4,1,8,1,0,4,0,0,0,0,0,1,1.0,0.9996399343455897
4.0,30,31.04,0.3318298969072165,1.0346666666666666,2,1,2,0,0,0,14,1,1,3,2,0,0,2,0,1,1.0,0.9991945043096814
2.0,30,31.04,0.1614046391752577,1.0346666666666666,2,1,2,0,0,0,14,1,1,3,2,0,0,2,0,1,1.0,0.9991758332933793
1.0,31,365.69,0.0231890398971806,11.796451612903226,2,1,2,0,1,1,13,2,0,2,0,0,0,1,0,0,0.0,0.01389982381569712
3.0,31,47.75,0.2094240837696335,1.5403225806451613,1,2,1,1,7,6,3,0,0,3,0,0,1,0,0,0,0.0,0.002046401788092845
3.0,40,145.41,0.1286018843270751,3.63525,0,1,2,0,9,2,10,5,0,0,3,0,0,1,0,0,0.0,0.0034764562520331957
0.0,11,42.03,0.0226029026885557,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.00037801093005351643
2.0,40,31.76,0.2550377833753148,0.7939999999999999,3,3,4,0,8,0,8,1,3,8,0,0,0,1,0,1,1.0,0.9996717216365365
3.0,30,162.45,0.0923361034164358,5.415,1,1,5,2,0,4,5,4,0,1,0,2,0,2,0,0,0.0,0.003409971597361399
2.0,16,20.21,0.1622958931222167,1.263125,3,2,2,0,2,2,0,0,0,1,2,0,0,0,0,0,0.0,0.013146001839863248
0.0,43,267.74,0.0504594009113318,6.2265116279069765,2,2,3,0,6,1,8,1,1,1,1,0,1,3,0,0,0.0,0.004395397586591661
1.0,40,41.44,0.1587837837837838,1.036,1,2,4,0,5,6,13,0,0,2,0,0,0,2,0,0,1.0,0.18796832107889144
2.0,32,31.55,0.0855784469096672,0.9859375,4,1,1,0,2,1,13,1,0,2,0,0,0,4,0,0,0.0,0.0146370660376332
2.0,40,145.41,0.1030878206450725,3.63525,0,1,2,0,9,2,10,5,0,0,3,0,0,1,0,0,0.0,0.002890917308165057
1.0,23,53.62,0.1016411786646773,2.331304347826087,2,0,3,0,0,2,6,0,2,1,0,0,0,3,1,1,1.0,0.997410444488661
3.0,16,61.17,0.0326957658983161,3.823125,0,1,2,0,2,0,5,0,1,0,2,0,0,0,1,1,1.0,0.9886484217264251
2.0,40,41.44,0.3629343629343629,1.036,1,2,4,0,5,6,13,0,0,2,0,0,0,2,0,0,1.0,0.3280872364368154
0.0,42,58.17,0.0665291387313048,1.385,0,0,0,0,6,8,1,9,0,0,1,0,1,1,0,0,0.0,0.001317929119633596
1.0,53,119.88,0.0295295295295295,2.2618867924528305,0,1,4,1,2,6,7,4,2,1,0,0,0,4,4,0,0.0,0.0011918536540502184
2.0,44,46.95,0.1565495207667731,1.0670454545454546,1,3,3,1,13,6,7,3,0,2,0,0,0,0,0,0,0.0,0.025033375206764543
0.0,11,42.03,0.3235783963835355,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0008289705696598208
0.0,36,81.63,0.3877251010657846,2.2675,1,1,2,0,9,1,6,1,1,2,3,0,0,0,1,0,1.0,0.22753023570868916
1.0,32,104.49,0.136568092640444,3.2653125,2,14,1,2,2,2,0,4,0,4,0,0,0,0,0,0,0.0,0.0008407052066011786
1.0,32,866.5,0.0138488170802077,27.078125,3,2,2,5,0,2,0,0,0,1,0,0,1,4,0,0,0.0,0.0025603003272393204
9.0,11,13.88,1.0,1.261818181818182,2,1,2,0,0,1,1,0,0,2,2,0,0,0,0,1,1.0,0.9993517804219981
2.0,15,23.880000000000003,0.4593802345058626,1.592,3,0,3,0,0,1,6,0,0,0,0,0,0,0,1,0,1.0,0.6985797104877817
5.0,21,17.64,0.5379818594104309,0.8400000000000001,2,2,2,0,6,1,0,1,0,4,0,0,0,3,0,1,1.0,0.9944881218259534
1.0,25,224.9,0.0221431747443308,8.996,0,0,2,1,0,3,7,1,2,0,0,0,0,0,1,0,0.0,0.0007857577477481598
0.0,53,119.88,0.1355522188855522,2.2618867924528305,0,1,4,1,2,6,7,4,2,1,0,0,0,4,4,0,0.0,0.0009703554473282922
0.0,39,71.66,0.0989394362266257,1.8374358974358973,0,0,2,0,10,3,8,0,0,0,2,0,0,4,0,0,0.0,0.001038318805062947
1.0,37,260.08,0.0226084281759458,7.0291891891891884,2,2,3,7,3,0,8,0,0,1,3,5,0,0,0,0,0.0,0.001383435257415199
1.0,21,19.3,0.0699481865284974,0.9190476190476192,1,2,1,0,8,4,1,0,0,2,0,0,0,0,0,0,0.0,0.01332462280835593
0.0,41,74.71000000000001,0.0588943916477044,1.82219512195122,2,2,4,0,5,1,11,2,1,2,3,1,0,0,0,0,0.0,0.0023959270798686685
0.0,27,27.39,0.3636363636363636,1.0144444444444445,3,1,4,0,6,2,5,1,0,2,0,0,0,2,1,0,1.0,0.41838546311961927
2.0,22,45.45,0.22002200220022,2.065909090909091,1,1,1,0,4,1,5,1,0,1,0,0,0,0,0,1,1.0,0.9994716737623898
1.0,24,20.2,0.2044554455445544,0.8416666666666667,2,0,2,0,5,2,6,1,0,0,2,0,0,2,0,0,0.0,0.028949465670750803
3.0,32,162.31,0.0292649867537428,5.0721875,1,2,4,0,3,2,4,7,0,2,0,0,0,1,0,0,0.0,0.0011651531700906522
1.0,31,2683.7200000000003,0.4856691458125288,86.57161290322581,1,2,1,0,6,4,2,1,0,1,0,0,2,4,0,0,0.0,0.00404516032809906
0.0,23,111.84,0.0937947067238912,4.862608695652174,0,0,1,0,3,2,8,3,1,0,0,2,0,0,0,0,0.0,0.001196203533291971
1.0,41,40.54,0.1134681795757276,0.988780487804878,1,1,3,0,8,6,13,3,0,1,3,0,0,0,2,1,1.0,0.9981911355167238
0.0,39,140.49,0.0213538330130258,3.6023076923076927,1,1,3,3,4,5,4,0,0,2,0,0,0,0,1,0,0.0,0.0005399457499504853
3.0,11,42.03,0.0594813228646205,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.001526343624916306
0.0,45,63.38,0.0741558851372672,1.4084444444444444,1,2,3,1,14,4,6,1,2,1,0,0,1,1,1,0,0.0,0.0026757033847048476
0.0,39,140.49,0.1830735283650081,3.6023076923076927,1,1,3,3,4,5,4,0,0,2,0,0,0,0,1,0,0.0,0.0006404273216975209
0.0,32,866.5,0.0051702250432775,27.078125,3,2,2,5,0,2,0,0,0,1,0,0,1,4,0,0,0.0,0.0022418596045980766
3.0,42,43.38,0.0806823420931304,1.0328571428571427,2,2,4,0,0,5,11,1,7,2,0,0,0,1,1,0,1.0,0.3166446978029539
2.0,27,25.07,0.1735141603510171,0.9285185185185184,2,1,2,0,7,0,12,0,1,2,0,0,0,0,0,1,1.0,0.9997046659597024
2.0,56,125.01,0.0699944004479641,2.232321428571429,0,5,3,9,11,7,1,3,0,1,0,2,0,8,0,0,0.0,0.001477049609764758
1.0,38,93.65,0.0873465029364655,2.4644736842105264,2,2,4,0,5,2,2,0,0,4,0,0,1,4,1,0,0.0,0.0015758570381659352
1.0,46,40.2,0.290547263681592,0.8739130434782609,2,2,5,0,6,9,10,3,0,3,0,0,0,1,0,1,1.0,0.996426004465508
6.0,17,19.96,0.935370741482966,1.1741176470588237,1,0,3,0,2,0,7,0,1,1,0,0,0,0,0,1,1.0,0.9998896358409514
0.0,28,172.09,0.1047707594863153,6.146071428571429,1,2,1,0,6,2,0,0,0,2,1,3,0,3,3,0,0.0,0.002863232536147665
1.0,66,77.28,0.217391304347826,1.170909090909091,3,3,6,0,14,10,14,0,4,3,0,0,0,2,0,0,0.0,0.0033099538030392037
0.0,24,20.2,0.0321782178217821,0.8416666666666667,2,0,2,0,5,2,6,1,0,0,2,0,0,2,0,0,0.0,0.016957554726325774
3.0,39,30.19,0.6469029479960252,0.7741025641025642,2,2,3,0,12,2,10,0,0,6,0,0,0,1,0,1,1.0,0.9979888034090103
0.0,32,72.31,0.055317383487761,2.2596875,2,3,2,0,8,1,7,0,0,2,0,1,0,0,0,0,0.0,0.0028424513257411365
1.0,32,866.5,0.0242238892094633,27.078125,3,2,2,5,0,2,0,0,0,1,0,0,1,4,0,0,0.0,0.0025603003272393204
0.0,37,260.08,0.0307597662257766,7.0291891891891884,2,2,3,7,3,0,8,0,0,1,3,5,0,0,0,0,0.0,0.0011377011745485588
1.0,47,63.93,0.0636633818238698,1.3602127659574468,1,2,7,0,3,10,6,1,1,2,0,0,0,3,2,0,0.0,0.0026496754374755686
1.0,11,22.96,0.041376306620209,2.0872727272727274,0,0,0,3,4,4,0,1,0,0,0,0,0,0,0,0,0.0,0.001055139005602732
2.0,26,22.66,0.3627537511032657,0.8715384615384616,2,2,4,0,4,0,6,1,0,4,0,0,0,2,0,1,1.0,0.9998683393004484
0.0,47,73.75,0.0134237288135593,1.569148936170213,3,1,4,0,6,2,21,0,4,2,0,0,1,2,0,0,0.0,0.002664407950828215
0.0,4,40.67,0.4961888369805753,10.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.9996004584326331
0.0,47,133.27,0.0074285285510617,2.8355319148936173,1,3,3,0,7,3,11,3,0,2,4,0,0,0,0,0,0.0,0.0007883763297556175
1.0,53,55.21,0.1383807281289621,1.0416981132075471,2,4,2,0,11,12,11,1,1,3,0,0,0,0,0,0,0.0,0.05789388087306304
0.0,39,71.66,0.0809377616522467,1.8374358974358973,0,0,2,0,10,3,8,0,0,0,2,0,0,4,0,0,0.0,0.0009098052893465335
0.0,19,66.75,0.1132584269662921,3.513157894736842,0,0,2,0,2,1,4,1,0,0,3,0,1,3,0,1,1.0,0.9992943235311508
1.0,27,32.58,0.3143032535297729,1.2066666666666666,1,3,1,0,8,7,1,4,0,1,0,0,0,0,0,0,0.0,0.00948457726719804
6.0,2,1.6,1.0,0.8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1.0,0.9992599085155416
1.0,17,67.1,0.0268256333830104,3.947058823529412,0,1,2,0,2,2,7,0,0,0,0,0,1,0,0,0,0.0,0.04463929357438655
1.0,11,42.03,0.1308589103021651,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0005535163591642369
2.0,39,59.92,0.1657209612817089,1.5364102564102564,1,2,2,0,3,2,5,5,0,1,4,0,0,7,0,0,0.0,0.004038460879001388
2.0,26,22.66,0.3768755516328331,0.8715384615384616,2,2,4,0,4,0,6,1,0,4,0,0,0,2,0,1,1.0,0.9998683393004484
0.0,39,140.49,0.0562317602676347,3.6023076923076927,1,1,3,3,4,5,4,0,0,2,0,0,0,0,1,0,0.0,0.0005399740781729072
1.0,36,172.27,0.6280257734950948,4.785277777777778,2,0,3,0,0,6,11,0,3,2,0,0,2,1,0,0,0.0,0.012241336080036434
0.0,31,2683.7200000000003,0.0057755652601612,86.57161290322581,1,2,1,0,6,4,2,1,0,1,0,0,2,4,0,0,0.0,0.001198375684507374
2.0,56,125.01,0.0119190464762818,2.232321428571429,0,5,3,9,11,7,1,3,0,1,0,2,0,8,0,0,0.0,0.001477049609764758
0.0,33,70.48,0.0078036322360953,2.135757575757576,0,0,3,1,1,5,12,0,1,0,0,0,0,1,0,0,0.0,0.0011993958211191668
4.0,18,50.81,0.3737453257232828,2.822777777777778,2,1,1,1,3,3,3,0,0,2,0,0,0,1,0,0,0.0,0.006839810444143317
0.0,38,86.91,0.5636865723161892,2.2871052631578945,2,2,3,0,4,2,14,3,0,1,5,0,1,0,0,1,1.0,0.9980525822230226
3.0,26,36.44,0.4662458836443469,1.4015384615384614,2,1,3,0,6,0,9,0,0,3,0,0,0,0,0,1,1.0,0.9998175343405706
1.0,53,119.88,0.0045879212545879,2.2618867924528305,0,1,4,1,2,6,7,4,2,1,0,0,0,4,4,0,0.0,0.001191884569615246
0.0,56,125.01,0.0699944004479641,2.232321428571429,0,5,3,9,11,7,1,3,0,1,0,2,0,8,0,0,0.0,0.0006518657122341898
5.0,1,32.99,1.0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.9999226707658293
0.0,44,129.13,0.2729807171067916,2.934772727272727,1,2,3,0,7,3,11,1,0,1,5,0,1,1,0,0,0.0,0.005690260301957417
3.0,9,23.07,0.0970957954052882,2.563333333333333,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,0.0,0.006673916488680695
0.0,23,38.22,0.2352171637885923,1.6617391304347826,3,2,1,0,1,2,7,2,0,2,0,0,0,0,0,0,0.0,0.021759743843608112
1.0,46,40.2,0.4328358208955223,0.8739130434782609,2,2,5,0,6,9,10,3,0,3,0,0,0,1,0,1,1.0,0.996806034790656
0.0,28,92.69,0.1616139820908404,3.3103571428571428,2,2,5,0,2,1,11,0,0,1,1,0,0,1,0,0,0.0,0.006466442707534212
2.0,21,40.260000000000005,0.3226527570789865,1.9171428571428573,1,2,2,0,6,1,0,2,0,2,0,0,0,0,0,0,0.0,0.07824241715872679
3.0,36,172.27,0.0736053868926684,4.785277777777778,2,0,3,0,0,6,11,0,3,2,0,0,2,1,0,0,0.0,0.00762872760971797
3.0,31,102.91,0.1985229812457487,3.3196774193548384,2,2,2,0,0,3,10,0,0,2,5,0,1,1,0,1,1.0,0.9951991129491342
1.0,30,162.45,0.0719606032625423,5.415,1,1,5,2,0,4,5,4,0,1,0,2,0,2,0,0,0.0,0.0012640980464897027
0.0,28,172.09,0.2124469754198384,6.146071428571429,1,2,1,0,6,2,0,0,0,2,1,3,0,3,3,0,0.0,0.002970576232072985
2.0,32,162.31,0.1847698847883679,5.0721875,1,2,4,0,3,2,4,7,0,2,0,0,0,1,0,0,0.0,0.001213083371058968
1.0,38,93.65,0.0875600640683395,2.4644736842105264,2,2,4,0,5,2,2,0,0,4,0,0,1,4,1,0,0.0,0.0015758570381659352
0.0,45,68.3,0.0121522693997071,1.5177777777777777,1,2,5,0,4,4,12,1,7,2,0,0,0,1,0,0,0.0,0.0016585882376785272
3.0,21,90.99,0.0878118474557643,4.332857142857144,1,2,2,0,6,1,1,2,0,2,0,0,1,0,0,1,1.0,0.9972415373439534
4.0,25,49.6,0.0239919354838709,1.984,1,1,2,1,2,2,9,0,1,1,1,0,0,1,0,0,0.0,0.009198329851693233
0.0,29,32.64,0.3020833333333333,1.1255172413793104,4,0,5,0,1,1,14,0,0,1,0,0,0,0,0,1,1.0,0.9978578241613736
0.0,66,77.28,0.2863612836438923,1.170909090909091,3,3,6,0,14,10,14,0,4,3,0,0,0,2,0,0,0.0,0.003570080043606752
1.0,26,121.95,0.3569495694956949,4.690384615384615,0,0,1,0,10,3,3,0,0,0,0,3,0,0,0,0,0.0,0.0012227070689880021
20.0,1,2.99,1.0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.9998692636322706
0.0,52,116.05,0.0861697544161999,2.231730769230769,1,3,3,2,3,6,16,2,6,3,0,0,0,0,0,0,0.0,0.0005857842458732534
0.0,29,46.22,0.1730852444829078,1.5937931034482755,1,1,3,0,2,3,10,1,0,1,2,1,1,2,1,0,0.0,0.013509520056284152
0.0,40,145.41,0.1030878206450725,3.63525,0,1,2,0,9,2,10,5,0,0,3,0,0,1,0,0,0.0,0.0013273508520803454
2.0,46,40.2,0.113681592039801,0.8739130434782609,2,2,5,0,6,9,10,3,0,3,0,0,0,1,0,1,1.0,0.992356313723433
3.0,30,53.4,0.3531835205992509,1.78,1,2,2,0,9,1,8,0,0,1,4,0,0,0,0,1,1.0,0.9965983211668856
1.0,63,175.43,0.2076041726044576,2.7846031746031747,2,2,5,0,6,14,15,1,0,0,0,0,0,3,1,0,0.0,0.00022984272075065055
2.0,28,86.94,0.1688520818955601,3.105,1,1,4,0,1,3,10,1,0,1,3,0,0,0,0,0,1.0,0.1493564048399219
3.0,28,172.09,0.0418385728397931,6.146071428571429,1,2,1,0,6,2,0,0,0,2,1,3,0,3,3,0,0.0,0.0046119066479645586
1.0,33,70.48,0.0303632236095346,2.135757575757576,0,0,3,1,1,5,12,0,1,0,0,0,0,1,0,0,0.0,0.0016485058604287773
1.0,56,125.01,0.060555155587553,2.232321428571429,0,5,3,9,11,7,1,3,0,1,0,2,0,8,0,0,0.0,0.0008172936429730642
2.0,47,73.75,0.4473220338983051,1.569148936170213,3,1,4,0,6,2,21,0,4,2,0,0,1,2,0,0,0.0,0.018339481332099162
1.0,19,37.56,0.3229499467518636,1.976842105263158,0,0,3,0,2,0,5,0,0,0,3,1,0,1,2,0,0.0,0.005857541093465693
1.0,24,49.84,0.6619181380417335,2.0766666666666667,3,2,2,0,4,1,1,1,0,3,0,0,1,0,0,1,1.0,0.9983762933391677
3.0,23,193.77,0.2528255147855705,8.424782608695653,2,2,1,0,1,2,7,0,0,2,0,0,2,0,0,0,0.0,0.04507414064979871
0.0,23,111.84,0.2684191702432045,4.862608695652174,0,0,1,0,3,2,8,3,1,0,0,2,0,0,0,0,0.0,0.0016244620226340874
0.0,36,44.17,0.3980076975322617,1.2269444444444444,3,3,5,0,0,1,10,0,1,7,0,0,0,3,0,1,1.0,0.9952348926816889
19.0,1,32.99,1.0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.9999226707658293
3.0,36,44.17,0.1381027846954947,1.2269444444444444,3,3,5,0,0,1,10,0,1,7,0,0,0,3,0,1,1.0,0.9960639844926537
1.0,38,93.65,0.0189001601708489,2.4644736842105264,2,2,4,0,5,2,2,0,0,4,0,0,1,4,1,0,0.0,0.0015204397279367323
2.0,42,351.76,0.0383784398453491,8.375238095238094,2,1,3,0,0,1,18,2,3,2,0,0,1,0,0,0,0.0,0.0014953058380561492
0.0,33,70.48,0.0993189557321225,2.135757575757576,0,0,3,1,1,5,12,0,1,0,0,0,0,1,0,0,0.0,0.0017856241201416431
0.0,37,260.08,0.101161181175023,7.0291891891891884,2,2,3,7,3,0,8,0,0,1,3,5,0,0,0,0,0.0,0.0013602896409657653
2.0,32,31.55,0.0697305863708399,0.9859375,4,1,1,0,2,1,13,1,0,2,0,0,0,4,0,0,0.0,0.01553693418706943
1.0,37,114.98,0.065576622021221,3.107567567567567,2,1,3,0,0,1,18,0,1,2,1,0,0,0,0,0,0.0,0.002041992749833801
0.0,39,140.49,0.0355897216883763,3.6023076923076927,1,1,3,3,4,5,4,0,0,2,0,0,0,0,1,0,0.0,0.0005399740781729072
0.0,31,47.75,0.1675392670157068,1.5403225806451613,1,2,1,1,7,6,3,0,0,3,0,0,1,0,0,0,0.0,0.0009806275802831603
0.0,20,22.69,0.2216835610401057,1.1345,4,0,2,0,1,2,3,1,0,0,0,0,0,5,0,0,0.0,0.0024068344650880645
2.0,42,351.76,0.8641971798953832,8.375238095238094,2,1,3,0,0,1,18,2,3,2,0,0,1,0,0,0,0.0,0.006410002828785492
14.0,2,598.99,1.0,299.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.993488510475779
1.0,39,59.92,0.1967623497997329,1.5364102564102564,1,2,2,0,3,2,5,5,0,1,4,0,0,7,0,0,0.0,0.004184825342960697
0.0,37,114.98,0.1129761697686554,3.107567567567567,2,1,3,0,0,1,18,0,1,2,1,0,0,0,0,0,0.0,0.0019302422038551981
0.0,16,20.21,0.1974270163285502,1.263125,3,2,2,0,2,2,0,0,0,1,2,0,0,0,0,0,0.0,0.0060263102081130285
2.0,26,42.95,0.1215366705471478,1.6519230769230768,2,3,3,0,0,3,0,2,1,4,0,0,0,4,0,0,0.0,0.002415585385474079
1.0,9,23.07,0.1941915908105765,2.563333333333333,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,0.0,0.002168859410301478
1.0,21,31.23,0.084854306756324,1.487142857142857,3,0,4,5,0,1,4,0,0,1,0,0,1,2,0,0,0.0,0.09359061350040583
1.0,29,43.67,0.0336615525532402,1.505862068965517,4,0,3,0,1,2,8,1,2,1,0,0,0,3,0,0,0.0,0.035615407014730434
2.0,23,53.62,0.0736665423349496,2.331304347826087,2,0,3,0,0,2,6,0,2,1,0,0,0,3,1,1,1.0,0.9965862374880893
0.0,19,66.75,0.7339325842696629,3.513157894736842,0,0,2,0,2,1,4,1,0,0,3,0,1,3,0,1,1.0,0.9995662288486641
0.0,15,23.880000000000003,0.4187604690117252,1.592,3,0,3,0,0,1,6,0,0,0,0,0,0,0,1,0,1.0,0.5509177271811613
4.0,15,20.47,0.4885197850512946,1.3646666666666667,1,1,2,0,0,0,9,0,1,1,0,0,0,0,0,1,1.0,0.9999149093297558
0.0,11,42.03,0.1427551748750892,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0004386629496488416
0.0,37,70.74000000000001,0.021063047780605,1.911891891891892,1,4,1,0,8,4,5,5,1,2,0,0,0,0,1,0,0.0,0.003035112200539215
0.0,3,17.16,0.6346153846153847,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.9996470888394913
0.0,42,73.53999999999999,0.1788142507478923,1.7509523809523808,3,3,3,0,6,2,6,2,3,6,0,0,1,6,0,0,0.0,0.0013565521708623046
1.0,38,93.65,0.0764548852108916,2.4644736842105264,2,2,4,0,5,2,2,0,0,4,0,0,1,4,1,0,0.0,0.001498742428320254
0.0,28,86.94,0.0617667356797791,3.105,1,1,4,0,1,3,10,1,0,1,3,0,0,0,0,0,0.0,0.05109991371890654
1.0,27,32.58,0.1976672805402087,1.2066666666666666,1,3,1,0,8,7,1,4,0,1,0,0,0,0,0,0,0.0,0.006802979915325721
1.0,73,102.47,0.3466380404020689,1.4036986301369865,2,2,4,5,2,4,27,2,7,3,0,1,0,2,10,0,0.0,0.0028415523792408807
1.0,53,119.88,0.0692359025692359,2.2618867924528305,0,1,4,1,2,6,7,4,2,1,0,0,0,4,4,0,0.0,0.0011918536540502184
1.0,42,58.17,0.0847515901667526,1.385,0,0,0,0,6,8,1,9,0,0,1,0,1,1,0,0,0.0,0.001973054641743554
2.0,53,55.21,0.028799130592284,1.0416981132075471,2,4,2,0,11,12,11,1,1,3,0,0,0,0,0,0,0.0,0.054992407417894566
3.0,11,22.96,0.0348432055749128,2.0872727272727274,0,0,0,3,4,4,0,1,0,0,0,0,0,0,0,0,0.0,0.004039457967994028
0.0,34,54.92,0.1023306627822287,1.6152941176470588,1,2,3,0,6,6,11,2,0,0,0,0,0,3,0,0,0.0,0.007413745270974666
1.0,43,51.81,0.124686353985717,1.2048837209302323,1,4,3,0,11,6,11,1,0,2,0,0,0,1,0,0,0.0,0.01715237866190074
1.0,47,133.27,0.025136940046522,2.8355319148936173,1,3,3,0,7,3,11,3,0,2,4,0,0,0,0,0,0.0,0.0009667007772416723
1.0,19,37.56,0.1464323748668796,1.976842105263158,0,0,3,0,2,0,5,0,0,0,3,1,0,1,2,0,0.0,0.003711704318646081
0.0,56,125.01,0.0087193024558035,2.232321428571429,0,5,3,9,11,7,1,3,0,1,0,2,0,8,0,0,0.0,0.00065186813376521
4.0,41,74.71000000000001,0.2022486949538214,1.82219512195122,2,2,4,0,5,1,11,2,1,2,3,1,0,0,0,0,0.0,0.005475117559196045
0.0,3,17.16,0.1917249417249417,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.9994487583244999
1.0,32,31.55,0.1670364500792392,0.9859375,4,1,1,0,2,1,13,1,0,2,0,0,0,4,0,0,0.0,0.01030672381692016
2.0,31,39.49,0.6307926057229678,1.2738709677419355,2,2,5,0,2,0,7,1,1,2,3,0,0,0,0,1,1.0,0.999787334264217
3.0,17,70.26,0.3027327070879589,4.132941176470588,0,1,1,0,1,2,5,3,0,1,1,0,1,1,0,1,1.0,0.9882654247942261
2.0,11,42.03,0.1427551748750892,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.001131858421953351
0.0,51,55.54,0.0482535109830752,1.0890196078431371,0,2,7,0,7,4,12,0,0,3,0,0,0,1,0,0,0.0,0.02718735163299754
0.0,25,49.6,0.1306451612903225,1.984,1,1,2,1,2,2,9,0,1,1,1,0,0,1,0,0,0.0,0.0053656047496942645
4.0,37,114.98,0.1086275874065055,3.107567567567567,2,1,3,0,0,1,18,0,1,2,1,0,0,0,0,0,0.0,0.005539911975717772
1.0,22,45.45,0.539053905390539,2.065909090909091,1,1,1,0,4,1,5,1,0,1,0,0,0,0,0,1,1.0,0.9994495108413843
2.0,25,57.53999999999999,0.3501911713590546,2.3016,2,2,1,0,4,1,8,3,0,1,0,0,0,2,0,1,1.0,0.9994994651905992
0.0,44,46.95,0.2134185303514376,1.0670454545454546,1,3,3,1,13,6,7,3,0,2,0,0,0,0,0,0,0.0,0.02807865679009995
0.0,45,63.38,0.0591669296307983,1.4084444444444444,1,2,3,1,14,4,6,1,2,1,0,0,1,1,1,0,0.0,0.002359168245064762
0.0,56,209.58,0.1164233228361485,3.7425,1,1,2,0,6,1,8,0,0,0,0,22,0,0,0,0,0.0,0.0011438501202847846
1.0,34,54.92,0.1019664967225054,1.6152941176470588,1,2,3,0,6,6,11,2,0,0,0,0,0,3,0,0,0.0,0.00927416429510189
0.0,53,119.88,0.0908408408408408,2.2618867924528305,0,1,4,1,2,6,7,4,2,1,0,0,0,4,4,0,0.0,0.0007655237772538326
0.0,46,165.28,0.2123668925459826,3.59304347826087,2,2,2,5,12,8,0,1,0,1,0,1,0,4,1,0,0.0,0.0029159866841704123
1.0,23,193.77,0.1237549672291892,8.424782608695653,2,2,1,0,1,2,7,0,0,2,0,0,2,0,0,0,0.0,0.010668334848101865
2.0,73,102.47,0.1170098565433785,1.4036986301369865,2,2,4,5,2,4,27,2,7,3,0,1,0,2,10,0,0.0,0.002744610144536179
2.0,38,93.65,0.5231179925253604,2.4644736842105264,2,2,4,0,5,2,2,0,0,4,0,0,1,4,1,0,0.0,0.006957954641454098
0.0,51,55.54,0.0178249909974792,1.0890196078431371,0,2,7,0,7,4,12,0,0,3,0,0,0,1,0,0,0.0,0.02718645122609703
0.0,36,70.78,0.1628991240463407,1.9661111111111111,2,1,8,0,2,2,9,7,0,2,2,0,0,0,0,1,1.0,0.9971216244497865
1.0,40,145.41,0.1030878206450725,3.63525,0,1,2,0,9,2,10,5,0,0,3,0,0,1,0,0,0.0,0.0016542787891020811
2.0,16,61.17,0.0948177211051168,3.823125,0,1,2,0,2,0,5,0,1,0,2,0,0,0,1,1,1.0,0.9921362482391295
2.0,26,42.95,0.2023282887077997,1.6519230769230768,2,3,3,0,0,3,0,2,1,4,0,0,0,4,0,0,0.0,0.002508310763378197
3.0,39,59.92,0.2578437917222964,1.5364102564102564,1,2,2,0,3,2,5,5,0,1,4,0,0,7,0,0,0.0,0.006507178939927243
1.0,44,129.13,0.0232324014558971,2.934772727272727,1,2,3,0,7,3,11,1,0,1,5,0,1,1,0,0,0.0,0.0015247149253557368
0.0,25,49.6,0.1610887096774193,1.984,1,1,2,1,2,2,9,0,1,1,1,0,0,1,0,0,0.0,0.005365878149390474
2.0,42,65.2,0.4651840490797546,1.5523809523809524,2,1,4,0,12,0,4,0,1,2,0,0,0,1,0,1,1.0,0.9962815297939692
